id_annonce,price
35762171,13.432784936825598
36036103,12.948009990259552
35852145,12.608198852372823
34843053,14.038654109278484
35868607,12.128111104060462
35800651,11.59910316121128
35852525,12.777052192115912
35856927,12.821258284620408
35823891,12.751299696013497
36087799,13.392695811520996
34506577,11.982929094215963
36000027,12.611537753638338
35797151,11.56171562913966
35765571,10.809727948556782
36014557,13.525158256956614
35869503,12.359651733458474
36048595,12.676076274775909
35830609,11.759785542901755
35841899,13.023647404465171
35852565,11.427367576608582
36028409,12.66032791780777
36047735,11.685196685910682
35834283,12.429216196844383
35878037,12.765688433465597
35862183,13.217491722495906
36018077,12.669806661762314
35989349,11.744037185933616
35780923,12.679196402112153
35771765,11.661345470088502
36035351,11.016988453697989
35782205,12.2783933071098
36006291,12.127570417375216
35791199,12.254862809699606
35874303,12.464583340681674
35781615,11.218554404367652
35811437,11.976659481202368
35800657,14.20077295875492
35838229,11.626254150277232
35779295,10.126631103850338
35763303,12.666657052859417
36086155,10.915088464214607
35917995,11.5711000290213
36029161,12.531772785169476
35846527,10.691944912900398
35909817,12.287652632522597
35804753,12.049418835484797
35831655,13.589863876431945
35868731,12.35017298950393
35832073,12.672946381766982
35997053,14.493544100714171
35732515,11.951180395901384
35775255,12.301382825334498
24503249,13.087771932634709
35765509,11.635143097694478
36034703,11.225243392518447
35816131,11.964001084330445
35999317,12.100712129872347
35795129,11.992260421644849
15183049,12.506177237980511
35904641,10.341742483467284
36047907,12.037653993905211
35971787,12.829333698625952
35829579,12.969212197910155
35804821,12.468436909997665
35889071,12.796633237315017
36059075,12.765688433465597
35819799,12.802158113246987
35859527,11.487607656985938
36086371,11.362102575235644
35965033,13.795307850646754
35889893,12.0015054797889
35846307,12.354492650648448
35869993,10.271596874100524
36012883,11.982929094215963
36050423,11.350406535472453
35575917,11.407564949312402
35816655,12.200557464842063
35872707,12.010665849187564
35870061,12.66032791780777
35795607,12.736700896592344
22651161,13.955272500339433
35965311,12.013700752882718
36068783,13.9108207377686
36023477,12.238055691383224
35758239,10.950806546816688
35825755,13.06831893365242
35929811,12.645455971841798
35800539,12.502466658583977
35796567,12.203569515312056
35961981,11.082142548877775
36033885,13.592367006650065
36036433,12.075394321888057
35879449,12.99430270733681
36057885,12.873902018105829
30348727,13.120361374733656
35886797,12.80765263256463
35781147,12.994530005894443
36004361,13.487006490992238
32792551,11.964001084330445
35851183,12.570681036293031
35791187,12.425208175446844
35842961,12.429216196844383
36049965,12.152144303504619
35868339,11.669929213779893
36045967,12.106252310247962
35733917,13.864300722133706
35798685,12.097930486910471
35795469,11.900905258737373
36048495,12.896716695872
36066931,13.946538820370678
35971005,12.842649474601725
35776021,12.103486056755072
35903847,12.487485104968359
35767941,11.002099841204238
35842205,11.918390573078392
35804625,11.813030057420567
35877469,11.827736204810263
35861329,12.745485726148077
35776487,12.509874099861838
36069405,12.196022309676673
35856363,12.358793732547838
35864577,12.70381302974751
35834649,13.296316684527767
35851363,13.049792684569493
35887527,13.060487973686241
36055731,13.554145793829866
21407215,10.126631103850338
36034081,13.435713196604688
35883197,12.52888051995733
35831557,11.74165339457834
36013315,10.46310334047155
35845407,10.978063263375997
35739753,13.058358047428417
35876087,12.086725887897607
35998967,11.775212803402065
36034031,12.823957341589573
35851201,12.233201312918426
36020993,12.386308695833106
35812185,11.801856756822442
35901741,12.128111104060462
35947611,12.936033799212835
35797323,12.730801174465157
35841737,12.101822624156375
35861883,11.350406535472453
35861265,12.277928082630602
36040249,12.675497982597214
35779607,11.608235644774552
35949913,12.04119800233994
35750683,12.774223335915433
36081699,11.512925464970229
36051801,12.788288265382837
36037027,11.289781913656018
35839923,12.273731294003989
36057409,13.369223455335854
35872829,11.101945176173954
35901711,11.835008964139341
35807487,11.764664247644516
35780325,12.609869696537642
35997949,13.353475098367715
33688021,12.595408371708455
35814915,12.460714863903755
36045791,12.190959007720126
35799989,11.805244271138532
36010157,13.279367126213993
35815889,12.341477282536376
35786457,12.791077667470416
35755809,13.597354548161103
36006437,11.575900264131617
36038287,11.238488619268468
35857227,12.528156144699286
36058927,12.152671868803058
36050397,12.845291484064564
35745233,12.560244459250788
35947717,11.002099841204238
36034513,11.782952602183288
35849429,11.396391648714276
35794927,10.373491181781864
35765725,13.38303390060926
35846287,12.524526376648708
35765743,11.863582336583399
35852907,13.102160670086809
35971533,11.385092093460344
35849397,11.308358299228955
35808101,11.918390573078392
35971851,12.296827008798639
35887611,13.122363377404328
35785545,12.6071950042042
35831723,12.066810578196666
32364131,12.559893520486
35778113,12.428816116823043
36062159,13.345506928718539
35771933,12.679196402112153
35766115,12.086725887897607
35989343,12.70381302974751
35961587,12.43320821811392
35758213,11.779128505744886
35750199,12.409013489526863
35763257,11.898187865760873
35842099,12.106252310247962
36066395,11.461632170582678
35849345,12.896716695872
35869623,13.235692062711331
36015709,12.190959007720126
36033015,12.598114733306197
35886819,11.608235644774552
35982235,12.593363599659428
35863573,12.360937356091089
35840711,12.706847933442663
36017019,13.056223574899784
36019625,12.834681304952548
35807917,12.804909146618877
36051913,13.199324418540456
36059223,12.206072645530174
35897131,12.872362371920236
35821797,12.994530005894443
35778287,11.08827753744529
35821807,12.409013489526863
35864081,12.912372943335031
35768417,11.98136537223978
35996547,13.030248088496522
35831553,11.976659481202368
36046855,12.359651733458474
35878581,12.495003937382387
36042411,11.045159330664685
32027427,13.415032991367148
36050245,11.695247021764184
36009897,12.86876061860541
36026139,12.810388612383504
35874445,13.284482226880764
36076355,12.676076274775909
35775407,12.992254692057308
35785889,12.765688433465597
35832243,11.407564949312402
35792841,12.437184366493561
36028555,12.540757571577291
35896821,13.862394143863124
32927391,11.350406535472453
35814829,10.799575577092764
36048297,12.815838217151068
35778035,11.744037185933616
35749465,13.426902566922532
35835167,13.69051406778959
35889619,12.765688433465597
35804503,11.938193200374572
35812199,10.691944912900398
35782643,12.611537753638338
36046589,12.598114733306197
35831765,10.714417768752456
35995935,12.631340380934517
35863975,12.8790171187726
35832545,13.758940206475879
35989073,11.976659481202368
36062701,12.604848765487542
36032837,13.191142892799155
